x Distance [mm]	Height [cm]
 872.840 	 6.508 
 873.030 	 6.514 
 873.220 	 6.514 
 873.405 	 6.511 
 873.595 	 6.509 
 873.780 	 6.509 
 873.970 	 6.509 
 874.160 	 6.509 
 874.345 	 6.509 
 874.535 	 6.509 
 874.720 	 6.509 
 874.910 	 6.509 
 875.100 	 6.509 
 875.285 	 6.511 
 875.475 	 6.514 
 875.660 	 6.511 
 875.850 	 6.511 
 876.040 	 6.514 
 876.225 	 6.511 
 876.415 	 6.506 
 876.600 	 6.509 
 876.790 	 6.514 
 876.980 	 6.511 
 877.165 	 6.509 
 877.355 	 6.507 
 877.540 	 6.506 
 877.730 	 6.509 
 877.920 	 6.509 
 878.105 	 6.511 
 878.295 	 6.511 
 878.480 	 6.509 
 878.670 	 6.509 
 878.860 	 6.509 
 879.045 	 6.509 
 879.235 	 6.512 
 879.420 	 6.514 
 879.610 	 6.514 
 879.800 	 6.514 
 879.985 	 6.517 
 880.175 	 6.519 
 880.360 	 6.519 
 880.550 	 6.519 
 880.740 	 6.519 
 880.925 	 6.519 
 881.115 	 6.519 
 881.300 	 6.516 
 881.490 	 6.516 
 881.680 	 6.519 
 881.865 	 6.519 
 882.055 	 6.516 
 882.240 	 6.516 
 882.430 	 6.519 
 882.620 	 6.521 
 882.805 	 6.523 
 882.995 	 6.521 
 883.180 	 6.519 
 883.370 	 6.521 
 883.560 	 6.523 
 883.745 	 6.523 
 883.935 	 6.523 
 884.120 	 6.521 
 884.310 	 6.519 
 884.500 	 6.516 
 884.685 	 6.516 
 884.875 	 6.521 
 885.060 	 6.523 
 885.250 	 6.521 
 885.440 	 6.519 
 885.625 	 6.521 
 885.815 	 6.523 
 886.000 	 6.521 
 886.190 	 6.519 
 886.380 	 6.519 
 886.565 	 6.519 
 886.755 	 6.521 
 886.940 	 6.523 
 887.130 	 6.521 
 887.320 	 6.521 
 887.505 	 6.523 
 887.695 	 6.523 
 887.880 	 6.523 
 888.070 	 6.523 
 888.260 	 6.523 
 888.445 	 6.526 
 888.635 	 6.528 
 888.820 	 6.528 
 889.010 	 6.526 
 889.200 	 6.523 
 889.385 	 6.521 
 889.575 	 6.521 
 889.760 	 6.521 
 889.950 	 6.523 
 890.140 	 6.526 
 890.325 	 6.523 
 890.515 	 6.521 
 890.700 	 6.516 
 890.890 	 6.516 
 891.080 	 6.519 
 891.265 	 6.519 
 891.455 	 6.519 
 891.640 	 6.519 
 891.830 	 6.521 
 892.020 	 6.523 
 892.205 	 6.519 
 892.395 	 6.514 
 892.580 	 6.516 
 892.770 	 6.521 
 892.960 	 6.523 
 893.145 	 6.521 
 893.335 	 6.521 
 893.520 	 6.523 
 893.710 	 6.523 
 893.900 	 6.518 
 894.085 	 6.514 
 894.275 	 6.517 
 894.460 	 6.519 
 894.650 	 6.519 
 894.840 	 6.519 
 895.025 	 6.515 
 895.215 	 6.514 
 895.400 	 6.519 
 895.590 	 6.522 
 895.780 	 6.519 
 895.965 	 6.519 
 896.155 	 6.521 
 896.340 	 6.521 
 896.530 	 6.519 
 896.720 	 6.519 
 896.905 	 6.519 
 897.095 	 6.516 
 897.280 	 6.517 
 897.470 	 6.515 
 897.660 	 6.514 
 897.845 	 6.514 
 898.035 	 6.514 
 898.220 	 6.514 
 898.410 	 6.514 
 898.600 	 6.516 
 898.785 	 6.516 
 898.975 	 6.514 
 899.160 	 6.514 
 899.350 	 6.514 
 899.540 	 6.511 
 899.725 	 6.511 
 899.915 	 6.511 
 900.100 	 6.509 
 900.290 	 6.514 
 900.480 	 6.519 
 900.665 	 6.519 
 900.855 	 6.514 
 901.040 	 6.520 
 901.230 	 6.523 
 901.420 	 6.523 
 901.605 	 6.520 
 901.795 	 6.516 
 901.980 	 6.511 
 902.170 	 6.509 
 902.360 	 6.506 
 902.545 	 6.506 
 902.735 	 6.509 
 902.920 	 6.512 
 903.110 	 6.514 
 903.300 	 6.514 
 903.485 	 6.508 
 903.675 	 6.509 
 903.860 	 6.511 
 904.050 	 6.512 
 904.240 	 6.516 
 904.425 	 6.516 
 904.615 	 6.514 
 904.800 	 6.517 
 904.990 	 6.519 
 905.180 	 6.519 
 905.365 	 6.513 
 905.555 	 6.511 
 905.740 	 6.514 
 905.930 	 6.514 
 906.120 	 6.514 
 906.305 	 6.509 
 906.495 	 6.507 
 906.680 	 6.509 
 906.870 	 6.509 
 907.060 	 6.506 
 907.245 	 6.504 
 907.435 	 6.504 
 907.620 	 6.507 
 907.810 	 6.509 
 908.000 	 6.509 
 908.185 	 6.509 
 908.375 	 6.506 
 908.560 	 6.504 
 908.750 	 6.507 
 908.940 	 6.509 
 909.125 	 6.512 
 909.315 	 6.510 
 909.500 	 6.514 
 909.690 	 6.515 
 909.880 	 6.507 
 910.065 	 6.507 
 910.255 	 6.509 
 910.440 	 6.512 
 910.630 	 6.514 
 910.820 	 6.514 
 911.005 	 6.511 
 911.195 	 6.509 
 911.380 	 6.509 
 911.570 	 6.509 
 911.760 	 6.509 
 911.945 	 6.502 
 912.135 	 6.502 
 912.320 	 6.504 
 912.510 	 6.504 
 912.700 	 6.501 
 912.885 	 6.496 
 913.075 	 6.494 
 913.260 	 6.490 
 913.450 	 6.493 
 913.640 	 6.488 
 913.825 	 6.490 
 914.015 	 6.491 
 914.200 	 6.489 
 914.390 	 6.489 
 914.580 	 6.492 
 914.765 	 6.491 
 914.955 	 6.489 
 915.140 	 6.489 
 915.330 	 6.486 
 915.520 	 6.484 
 915.705 	 6.484 
 915.895 	 6.491 
 916.080 	 6.491 
 916.270 	 6.489 
 916.460 	 6.489 
 916.645 	 6.493 
 916.835 	 6.494 
 917.020 	 6.494 
 917.210 	 6.491 
 917.400 	 6.492 
 917.585 	 6.489 
 917.775 	 6.484 
 917.960 	 6.481 
 918.150 	 6.482 
 918.340 	 6.481 
 918.525 	 6.479 
 918.715 	 6.477 
 918.900 	 6.472 
 919.090 	 6.472 
 919.280 	 6.475 
 919.465 	 6.478 
 919.655 	 6.477 
 919.840 	 6.475 
 920.030 	 6.475 
 920.220 	 6.475 
 920.405 	 6.475 
 920.595 	 6.472 
 920.780 	 6.473 
 920.970 	 6.475 
 921.160 	 6.477 
 921.345 	 6.479 
 921.535 	 6.477 
 921.720 	 6.475 
 921.910 	 6.477 
 922.100 	 6.479 
 922.285 	 6.479 
 922.475 	 6.476 
 922.660 	 6.481 
 922.850 	 6.484 
 923.040 	 6.481 
 923.225 	 6.479 
 923.415 	 6.477 
 923.600 	 6.480 
 923.790 	 6.481 
 923.980 	 6.483 
 924.165 	 6.481 
 924.355 	 6.483 
 924.540 	 6.478 
 924.730 	 6.475 
 924.920 	 6.471 
 925.105 	 6.470 
 925.295 	 6.472 
 925.480 	 6.477 
 925.670 	 6.479 
 925.860 	 6.479 
 926.045 	 6.479 
 926.235 	 6.479 
 926.420 	 6.479 
 926.610 	 6.479 
 926.800 	 6.479 
 926.985 	 6.483 
 927.175 	 6.484 
 927.360 	 6.484 
 927.550 	 6.479 
 927.740 	 6.475 
 927.925 	 6.478 
 928.115 	 6.479 
 928.300 	 6.479 
 928.490 	 6.479 
 928.680 	 6.479 
 928.865 	 6.477 
 929.055 	 6.475 
 929.240 	 6.475 
 929.430 	 6.481 
 929.620 	 6.484 
 929.805 	 6.484 
 929.995 	 6.478 
 930.180 	 6.469 
 930.370 	 6.462 
 930.560 	 6.466 
 930.745 	 6.473 
 930.935 	 6.478 
 931.120 	 6.479 
 931.310 	 6.479 
 931.500 	 6.479 
 931.685 	 6.477 
 931.875 	 6.478 
 932.060 	 6.479 
 932.250 	 6.483 
 932.440 	 6.488 
 932.625 	 6.483 
 932.815 	 6.479 
 933.000 	 6.476 
 933.190 	 6.468 
 933.380 	 6.465 
 933.565 	 6.468 
 933.755 	 6.470 
 933.940 	 6.470 
 934.130 	 6.464 
 934.320 	 6.463 
 934.505 	 6.468 
 934.695 	 6.466 
 934.880 	 6.461 
 935.070 	 6.463 
 935.260 	 6.462 
 935.445 	 6.457 
 935.635 	 6.449 
 935.820 	 6.445 
 936.010 	 6.449 
 936.200 	 6.450 
 936.385 	 6.457 
 936.575 	 6.463 
 936.760 	 6.465 
 936.950 	 6.461 
 937.140 	 6.460 
 937.325 	 6.463 
 937.515 	 6.461 
 937.700 	 6.460 
 937.890 	 6.460 
 938.080 	 6.460 
 938.265 	 6.453 
 938.455 	 6.454 
 938.640 	 6.455 
 938.830 	 6.455 
 939.020 	 6.455 
 939.205 	 6.455 
 939.395 	 6.455 
 939.580 	 6.458 
 939.770 	 6.460 
 939.960 	 6.454 
 940.145 	 6.450 
 940.335 	 6.454 
 940.520 	 6.452 
 940.710 	 6.457 
 940.900 	 6.460 
 941.085 	 6.457 
 941.275 	 6.459 
 941.460 	 6.460 
 941.650 	 6.463 
 941.840 	 6.461 
 942.025 	 6.456 
 942.215 	 6.458 
 942.400 	 6.460 
 942.590 	 6.464 
 942.780 	 6.458 
 942.965 	 6.462 
 943.155 	 6.465 
 943.340 	 6.465 
 943.530 	 6.465 
 943.720 	 6.462 
 943.905 	 6.464 
 944.095 	 6.460 
 944.280 	 6.460 
 944.470 	 6.456 
 944.660 	 6.459 
 944.845 	 6.460 
 945.035 	 6.460 
 945.220 	 6.464 
 945.410 	 6.461 
 945.600 	 6.448 
 945.785 	 6.445 
 945.975 	 6.445 
 946.160 	 6.445 
 946.350 	 6.445 
 946.540 	 6.441 
 946.725 	 6.436 
 946.915 	 6.449 
 947.100 	 6.454 
 947.290 	 6.455 
 947.480 	 6.447 
 947.665 	 6.441 
 947.855 	 6.440 
 948.040 	 6.440 
 948.230 	 6.445 
 948.420 	 6.450 
 948.605 	 6.450 
 948.795 	 6.454 
 948.980 	 6.451 
 949.170 	 6.441 
 949.360 	 6.436 
 949.545 	 6.440 
 949.735 	 6.440 
 949.920 	 6.440 
 950.110 	 6.440 
 950.300 	 6.440 
 950.485 	 6.432 
 950.675 	 6.439 
 950.860 	 6.440 
 951.050 	 6.440 
 951.240 	 6.440 
 951.425 	 6.445 
 951.615 	 6.440 
 951.800 	 6.440 
 951.990 	 6.445 
 952.180 	 6.431 
 952.365 	 6.431 
 952.555 	 6.431 
 952.740 	 6.426 
 952.930 	 6.430 
 953.120 	 6.430 
 953.305 	 6.426 
 953.495 	 6.433 
 953.680 	 6.426 
 953.870 	 6.427 
 954.060 	 6.430 
 954.245 	 6.419 
 954.435 	 6.415 
 954.620 	 6.425 
 954.810 	 6.421 
 955.000 	 6.429 
 955.185 	 6.440 
 955.375 	 6.427 
 955.560 	 6.430 
 955.750 	 6.431 
 955.940 	 6.436 
 956.125 	 6.436 
 956.315 	 6.436 
 956.500 	 6.436 
 956.690 	 6.436 
 956.880 	 6.438 
 957.065 	 6.443 
 957.255 	 6.437 
 957.440 	 6.431 
 957.630 	 6.430 
 957.820 	 6.426 
 958.005 	 6.426 
 958.195 	 6.426 
 958.380 	 6.426 
 958.570 	 6.428 
 958.760 	 6.435 
 958.945 	 6.440 
 959.135 	 6.441 
 959.320 	 6.445 
 959.510 	 6.441 
 959.700 	 6.436 
 959.885 	 6.440 
 960.075 	 6.440 
 960.260 	 6.440 
 960.450 	 6.440 
 960.640 	 6.426 
 960.825 	 6.426 
 961.015 	 6.416 
 961.200 	 6.415 
 961.390 	 6.412 
 961.580 	 6.415 
 961.765 	 6.418 
 961.955 	 6.426 
 962.140 	 6.430 
 962.330 	 6.431 
 962.520 	 6.430 
 962.705 	 6.426 
 962.895 	 6.430 
 963.080 	 6.435 
 963.270 	 6.436 
 963.460 	 6.440 
 963.645 	 6.440 
 963.835 	 6.445 
 964.020 	 6.445 
 964.210 	 6.436 
 964.400 	 6.440 
 964.585 	 6.445 
 964.775 	 6.441 
 964.960 	 6.453 
 965.150 	 6.450 
 965.340 	 6.455 
 965.525 	 6.455 
 965.715 	 6.455 
 965.900 	 6.460 
 966.090 	 6.460 
 966.280 	 6.456 
 966.465 	 6.455 
 966.655 	 6.455 
 966.840 	 6.455 
 967.030 	 6.455 
 967.220 	 6.455 
 967.405 	 6.455 
 967.595 	 6.460 
 967.780 	 6.456 
 967.970 	 6.455 
 968.160 	 6.450 
 968.345 	 6.454 
 968.535 	 6.455 
 968.720 	 6.460 
 968.910 	 6.455 
 969.100 	 6.459 
 969.285 	 6.460 
 969.475 	 6.465 
 969.660 	 6.460 
 969.850 	 6.464 
 970.040 	 6.460 
 970.225 	 6.455 
 970.415 	 6.460 
 970.600 	 6.460 
 970.790 	 6.455 
 970.980 	 6.460 
 971.165 	 6.464 
 971.355 	 6.465 
 971.540 	 6.469 
 971.730 	 6.470 
 971.920 	 6.470 
 972.105 	 6.470 
 972.295 	 6.470 
 972.480 	 6.470 
 972.670 	 6.469 
 972.860 	 6.465 
 973.045 	 6.465 
 973.235 	 6.474 
 973.420 	 6.470 
 973.610 	 6.474 
 973.800 	 6.475 
 973.985 	 6.475 
 974.175 	 6.475 
 974.360 	 6.475 
 974.550 	 6.470 
 974.740 	 6.479 
 974.925 	 6.479 
 975.115 	 6.484 
 975.300 	 6.480 
 975.490 	 6.475 
 975.680 	 6.479 
 975.865 	 6.479 
 976.055 	 6.479 
 976.240 	 6.479 
 976.430 	 6.475 
 976.620 	 6.479 
 976.805 	 6.475 
 976.995 	 6.479 
 977.180 	 6.479 
 977.370 	 6.479 
 977.560 	 6.479 
 977.745 	 6.470 
 977.935 	 6.470 
 978.120 	 6.470 
 978.310 	 6.474 
 978.500 	 6.475 
 978.685 	 6.479 
 978.875 	 6.479 
 979.060 	 6.479 
 979.250 	 6.479 
 979.440 	 6.479 
 979.625 	 6.476 
 979.815 	 6.479 
 980.000 	 6.484 
 980.190 	 6.484 
 980.380 	 6.489 
 980.565 	 6.480 
 980.755 	 6.479 
 980.940 	 6.484 
 981.130 	 6.484 
 981.320 	 6.484 
 981.505 	 6.481 
 981.695 	 6.484 
 981.880 	 6.484 
 982.070 	 6.484 
 982.260 	 6.489 
 982.445 	 6.493 
 982.635 	 6.485 
 982.820 	 6.489 
 983.010 	 6.494 
 983.200 	 6.494 
 983.385 	 6.485 
 983.575 	 6.494 
 983.760 	 6.495 
 983.950 	 6.499 
 984.140 	 6.499 
 984.325 	 6.499 
 984.515 	 6.503 
 984.700 	 6.499 
 984.890 	 6.504 
 985.080 	 6.504 
 985.265 	 6.504 
 985.455 	 6.504 
 985.640 	 6.504 
 985.830 	 6.504 
 986.020 	 6.503 
 986.205 	 6.499 
 986.395 	 6.499 
 986.580 	 6.499 
 986.770 	 6.494 
 986.960 	 6.499 
 987.145 	 6.499 
 987.335 	 6.494 
 987.520 	 6.504 
 987.710 	 6.509 
 987.900 	 6.504 
 988.085 	 6.504 
 988.275 	 6.500 
 988.460 	 6.509 
 988.650 	 6.504 
 988.840 	 6.509 
 989.025 	 6.509 
 989.215 	 6.504 
 989.400 	 6.509 
 989.590 	 6.509 
 989.780 	 6.509 
 989.965 	 6.504 
 990.155 	 6.507 
 990.340 	 6.504 
 990.530 	 6.513 
 990.720 	 6.514 
 990.905 	 6.504 
 991.095 	 6.509 
 991.280 	 6.514 
 991.470 	 6.514 
 991.660 	 6.514 
 991.845 	 6.514 
 992.035 	 6.509 
 992.220 	 6.518 
 992.410 	 6.515 
 992.600 	 6.518 
 992.785 	 6.514 
 992.975 	 6.509 
 993.160 	 6.518 
 993.350 	 6.514 
 993.540 	 6.519 
 993.725 	 6.519 
 993.915 	 6.519 
 994.100 	 6.523 
 994.290 	 6.519 
 994.480 	 6.523 
 994.665 	 6.519 
 994.855 	 6.523 
 995.040 	 6.519 
 995.230 	 6.519 
 995.420 	 6.523 
 995.605 	 6.519 
 995.795 	 6.529 
 995.980 	 6.533 
 996.170 	 6.533 
 996.360 	 6.533 
 996.545 	 6.528 
 996.735 	 6.528 
 996.920 	 6.524 
 997.110 	 6.528 
 997.300 	 6.529 
 997.485 	 6.533 
 997.675 	 6.533 
 997.860 	 6.533 
 998.050 	 6.528 
 998.240 	 6.529 
 998.425 	 6.533 
 998.615 	 6.533 
 998.800 	 6.534 
 998.990 	 6.536 
 999.180 	 6.519 
 999.365 	 6.533 
 999.555 	 6.533 
 999.740 	 6.528 
 999.930 	 6.529 
 1000.120 	 6.533 
 1000.305 	 6.529 
 1000.495 	 6.534 
 1000.680 	 6.538 
 1000.870 	 6.533 
 1001.060 	 6.538 
 1001.245 	 6.535 
 1001.435 	 6.543 
 1001.620 	 6.533 
 1001.810 	 6.543 
 1002.000 	 6.548 
 1002.185 	 6.548 
 1002.375 	 6.547 
 1002.560 	 6.543 
 1002.750 	 6.539 
 1002.940 	 6.543 
 1003.125 	 6.538 
 1003.315 	 6.542 
 1003.500 	 6.538 
 1003.690 	 6.539 
 1003.880 	 6.544 
 1004.065 	 6.547 
 1004.255 	 6.538 
 1004.440 	 6.538 
 1004.630 	 6.539 
 1004.820 	 6.548 
 1005.005 	 6.547 
 1005.195 	 6.538 
 1005.380 	 6.543 
 1005.570 	 6.543 
 1005.760 	 6.543 
 1005.945 	 6.542 
 1006.135 	 6.538 
 1006.320 	 6.543 
 1006.510 	 6.539 
 1006.700 	 6.547 
 1006.885 	 6.544 
 1007.075 	 6.547 
 1007.260 	 6.544 
 1007.450 	 6.548 
 1007.640 	 6.543 
 1007.825 	 6.548 
 1008.015 	 6.548 
 1008.200 	 6.548 
 1008.390 	 6.547 
 1008.580 	 6.543 
 1008.765 	 6.548 
 1008.955 	 6.548 
 1009.140 	 6.548 
 1009.330 	 6.548 
 1009.520 	 6.548 
 1009.705 	 6.553 
 1009.895 	 6.553 
 1010.080 	 6.553 
 1010.270 	 6.553 
 1010.460 	 6.552 
 1010.645 	 6.548 
 1010.835 	 6.553 
 1011.020 	 6.552 
 1011.210 	 6.548 
 1011.400 	 6.553 
 1011.585 	 6.553 
 1011.775 	 6.553 
 1011.960 	 6.552 
 1012.150 	 6.549 
 1012.340 	 6.558 
 1012.525 	 6.557 
 1012.715 	 6.552 
 1012.900 	 6.549 
 1013.090 	 6.558 
 1013.280 	 6.558 
 1013.465 	 6.563 
 1013.655 	 6.569 
 1013.840 	 6.579 
 1014.030 	 6.587 
 1014.220 	 6.587 
 1014.405 	 6.587 
 1014.595 	 6.587 
 1014.780 	 6.587 
 1014.970 	 6.592 
 1015.160 	 6.602 
 1015.345 	 6.602 
 1015.535 	 6.600 
 1015.720 	 6.592 
 1015.910 	 6.597 
 1016.100 	 6.597 
 1016.285 	 6.598 
 1016.475 	 6.602 
 1016.660 	 6.602 
 1016.850 	 6.597 
 1017.040 	 6.592 
 1017.225 	 6.593 
 1017.415 	 6.597 
 1017.600 	 6.595 
 1017.790 	 6.592 
 1017.980 	 6.596 
 1018.165 	 6.602 
 1018.355 	 6.603 
 1018.540 	 6.606 
 1018.730 	 6.602 
 1018.920 	 6.595 
 1019.105 	 6.592 
 1019.295 	 6.594 
 1019.480 	 6.599 
 1019.670 	 6.602 
 1019.860 	 6.602 
 1020.045 	 6.602 
 1020.235 	 6.603 
 1020.420 	 6.605 
 1020.610 	 6.602 
 1020.800 	 6.602 
 1020.985 	 6.602 
 1021.175 	 6.602 
 1021.360 	 6.602 
 1021.550 	 6.604 
 1021.740 	 6.608 
 1021.925 	 6.611 
 1022.115 	 6.610 
 1022.300 	 6.606 
 1022.490 	 6.608 
 1022.680 	 6.611 
 1022.865 	 6.614 
 1023.055 	 6.616 
 1023.240 	 6.619 
 1023.430 	 6.631 
 1023.620 	 6.633 
 1023.805 	 6.636 
 1023.995 	 6.631 
 1024.180 	 6.622 
 1024.370 	 6.626 
 1024.560 	 6.627 
 1024.745 	 6.635 
 1024.935 	 6.630 
 1025.120 	 6.625 
 1025.310 	 6.624 
 1025.500 	 6.631 
 1025.685 	 6.631 
 1025.875 	 6.631 
 1026.060 	 6.632 
 1026.250 	 6.637 
 1026.440 	 6.640 
 1026.625 	 6.634 
 1026.815 	 6.633 
 1027.000 	 6.635 
 1027.190 	 6.631 
 1027.380 	 6.635 
 1027.565 	 6.631 
 1027.755 	 6.631 
 1027.940 	 6.632 
 1028.130 	 6.635 
 1028.320 	 6.631 
 1028.505 	 6.631 
 1028.695 	 6.630 
 1028.880 	 6.627 
 1029.070 	 6.635 
 1029.260 	 6.630 
 1029.445 	 6.626 
 1029.635 	 6.630 
 1029.820 	 6.627 
 1030.010 	 6.631 
 1030.200 	 6.630 
 1030.385 	 6.625 
 1030.575 	 6.622 
 1030.760 	 6.631 
 1030.950 	 6.631 
 1031.140 	 6.631 
 1031.325 	 6.631 
 1031.515 	 6.631 
 1031.700 	 6.632 
 1031.890 	 6.641 
 1032.080 	 6.640 
 1032.265 	 6.636 
 1032.455 	 6.635 
 1032.640 	 6.631 
 1032.830 	 6.632 
 1033.020 	 6.635 
 1033.205 	 6.631 
 1033.395 	 6.631 
 1033.580 	 6.632 
 1033.770 	 6.636 
 1033.960 	 6.635 
 1034.145 	 6.631 
 1034.335 	 6.632 
 1034.520 	 6.635 
 1034.710 	 6.630 
 1034.900 	 6.627 
 1035.085 	 6.634 
 1035.275 	 6.626 
 1035.460 	 6.627 
 1035.650 	 6.631 
 1035.840 	 6.630 
 1036.025 	 6.627 
 1036.215 	 6.630 
 1036.400 	 6.625 
 1036.590 	 6.621 
 1036.780 	 6.623 
 1036.965 	 6.630 
 1037.155 	 6.627 
 1037.340 	 6.632 
 1037.530 	 6.636 
 1037.720 	 6.634 
 1037.905 	 6.631 
 1038.095 	 6.631 
 1038.280 	 6.636 
 1038.470 	 6.636 
 1038.660 	 6.636 
 1038.845 	 6.635 
 1039.035 	 6.631 
 1039.220 	 6.631 
 1039.410 	 6.632 
 1039.600 	 6.636 
 1039.785 	 6.636 
 1039.975 	 6.635 
 1040.160 	 6.631 
 1040.350 	 6.631 
 1040.540 	 6.632 
 1040.725 	 6.634 
 1040.915 	 6.633 
 1041.100 	 6.636 
 1041.290 	 6.636 
 1041.480 	 6.636 
 1041.665 	 6.636 
 1041.855 	 6.636 
 1042.040 	 6.636 
 1042.230 	 6.637 
 1042.420 	 6.639 
 1042.605 	 6.637 
 1042.795 	 6.639 
 1042.980 	 6.635 
 1043.170 	 6.632 
 1043.360 	 6.636 
 1043.545 	 6.636 
 1043.735 	 6.636 
 1043.920 	 6.636 
 1044.110 	 6.637 
 1044.300 	 6.639 
 1044.485 	 6.637 
 1044.675 	 6.641 
 1044.860 	 6.641 
 1045.050 	 6.641 
 1045.240 	 6.639 
 1045.425 	 6.631 
 1045.615 	 6.631 
 1045.800 	 6.631 
 1045.990 	 6.631 
 1046.180 	 6.631 
 1046.365 	 6.631 
 1046.555 	 6.632 
 1046.740 	 6.635 
 1046.930 	 6.631 
 1047.120 	 6.631 
 1047.305 	 6.636 
 1047.495 	 6.636 
 1047.680 	 6.636 
 1047.870 	 6.637 
 1048.060 	 6.639 
 1048.245 	 6.637 
 1048.435 	 6.641 
 1048.620 	 6.639 
 1048.810 	 6.634 
 1049.000 	 6.631 
 1049.185 	 6.632 
 1049.375 	 6.636 
 1049.560 	 6.636 
 1049.750 	 6.637 
 1049.940 	 6.639 
 1050.125 	 6.637 
 1050.315 	 6.641 
 1050.500 	 6.641 
 1050.690 	 6.639 
 1050.880 	 6.635 
 1051.065 	 6.632 
 1051.255 	 6.636 
 1051.440 	 6.637 
 1051.630 	 6.641 
 1051.820 	 6.641 
 1052.005 	 6.641 
 1052.195 	 6.639 
 1052.380 	 6.636 
 1052.570 	 6.636 
 1052.760 	 6.636 
 1052.945 	 6.634 
 1053.135 	 6.632 
 1053.320 	 6.636 
 1053.510 	 6.633 
 1053.700 	 6.627 
 1053.885 	 6.631 
 1054.075 	 6.632 
 1054.260 	 6.634 
 1054.450 	 6.632 
 1054.640 	 6.636 
 1054.825 	 6.634 
 1055.015 	 6.633 
 1055.200 	 6.634 
 1055.390 	 6.632 
 1055.580 	 6.634 
 1055.765 	 6.632 
 1055.955 	 6.636 
 1056.140 	 6.636 
 1056.330 	 6.636 
 1056.520 	 6.636 
 1056.705 	 6.634 
 1056.895 	 6.631 
 1057.080 	 6.632 
 1057.270 	 6.635 
 1057.460 	 6.632 
 1057.645 	 6.634 
 1057.835 	 6.629 
 1058.020 	 6.626 
 1058.210 	 6.626 
 1058.400 	 6.624 
 1058.585 	 6.621 
 1058.775 	 6.621 
 1058.960 	 6.621 
 1059.150 	 6.622 
 1059.340 	 6.625 
 1059.525 	 6.623 
 1059.715 	 6.627 
 1059.900 	 6.630 
 1060.090 	 6.625 
 1060.280 	 6.620 
 1060.465 	 6.617 
 1060.655 	 6.621 
 1060.840 	 6.620 
 1061.030 	 6.616 
 1061.220 	 6.615 
 1061.405 	 6.611 
 1061.595 	 6.610 
 1061.780 	 6.604 
 1061.970 	 6.600 
 1062.160 	 6.611 
 1062.345 	 6.611 
 1062.535 	 6.613 
 1062.720 	 6.612 
 1062.910 	 6.607 
 1063.100 	 6.611 
 1063.285 	 6.610 
 1063.475 	 6.606 
 1063.660 	 6.607 
 1063.850 	 6.610 
 1064.040 	 6.606 
 1064.225 	 6.606 
 1064.415 	 6.608 
 1064.600 	 6.616 
 1064.790 	 6.617 
 1064.980 	 6.621 
 1065.165 	 6.620 
 1065.355 	 6.616 
 1065.540 	 6.616 
 1065.730 	 6.615 
 1065.920 	 6.611 
 1066.105 	 6.617 
 1066.295 	 6.621 
 1066.480 	 6.616 
 1066.670 	 6.616 
 1066.860 	 6.617 
 1067.045 	 6.620 
 1067.235 	 6.617 
 1067.420 	 6.620 
 1067.610 	 6.616 
 1067.800 	 6.617 
 1067.985 	 6.621 
 1068.175 	 6.621 
 1068.360 	 6.621 
 1068.550 	 6.620 
 1068.740 	 6.615 
 1068.925 	 6.612 
 1069.115 	 6.616 
 1069.300 	 6.615 
 1069.490 	 6.611 
 1069.680 	 6.612 
 1069.865 	 6.616 
 1070.055 	 6.618 
 1070.240 	 6.620 
 1070.430 	 6.616 
 1070.620 	 6.612 
 1070.805 	 6.615 
 1070.995 	 6.607 
 1071.180 	 6.610 
 1071.370 	 6.607 
 1071.560 	 6.611 
 1071.745 	 6.609 
 1071.935 	 6.600 
 1072.120 	 6.595 
 1072.310 	 6.602 
 1072.500 	 6.601 
 1072.685 	 6.595 
 1072.875 	 6.591 
 1073.060 	 6.586 
 1073.250 	 6.581 
 1073.440 	 6.575 
 1073.625 	 6.565 
 1073.815 	 6.555 
 1074.000 	 6.544 
 1074.190 	 6.531 
 1074.380 	 6.522 
 1074.565 	 6.514 
 1074.755 	 6.503 
 1074.940 	 6.497 
 1075.130 	 6.492 
 1075.320 	 6.498 
 1075.505 	 6.495 
 1075.695 	 6.501 
 1075.880 	 6.505 
 1076.070 	 6.510 
 1076.260 	 6.512 
 1076.445 	 6.510 
 1076.635 	 6.514 
 1076.820 	 6.515 
 1077.010 	 6.519 
 1077.200 	 6.523 
 1077.385 	 6.525 
 1077.575 	 6.528 
 1077.760 	 6.529 
 1077.950 	 6.533 
 1078.140 	 6.534 
 1078.325 	 6.536 
 1078.515 	 6.528 
 1078.700 	 6.528 
 1078.890 	 6.529 
 1079.080 	 6.533 
 1079.265 	 6.532 
 1079.455 	 6.532 
 1079.640 	 6.547 
 1079.830 	 6.563 
 1080.020 	 6.570 
 1080.205 	 6.581 
 1080.395 	 6.594 
 1080.580 	 6.607 
 1080.770 	 6.621 
 1080.960 	 6.632 
 1081.145 	 6.636 
 1081.335 	 6.638 
 1081.520 	 6.646 
 1081.710 	 6.652 
 1081.900 	 6.659 
 1082.085 	 6.672 
 1082.275 	 6.680 
 1082.460 	 6.681 
 1082.650 	 6.684 
 1082.840 	 6.683 
 1083.025 	 6.689 
 1083.215 	 6.688 
 1083.400 	 6.685 
 1083.590 	 6.691 
 1083.780 	 6.693 
 1083.965 	 6.691 
 1084.155 	 6.693 
 1084.340 	 6.688 
 1084.530 	 6.693 
